id,created_at,Growth Area,category,title,description,challenge_id_text
28114680-fe81-49af-a08b-edfaa9de07aa,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Reach Out,Send a voice note or message to someone you’ve been meaning to reconnect with.,MIN-0028
6eb746c5-58dc-4b40-9a93-f04e48f1b9f5,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Breathe Before You Eat,"Before your next meal or snack, pause for 10 seconds and take a breath. Then decide mindfully.",MIN-0029
52a16062-bf86-4c3f-bf1b-64a9f8899de5,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Create a Quiet Space,Choose 10 minutes today to be completely screen-free and in silence.,MIN-0030
7c2bc36c-15d5-47fd-85cc-c8feb7a4f53e,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Pause Before Reacting,"Before responding to frustration, take 3 deep breaths and ask yourself: 'What would a calmer version of me do?'",MIN-0031
e92f6f28-c6bd-4e52-b857-e6a54b0d0b1e,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Single-Task Focus,"Choose one task today to do with complete focus — no multitasking, no distractions.",MIN-0032
f7aaddff-a44b-401b-8413-c0e6a670f0d1,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Win the Morning,Wake up 20 minutes earlier than usual and use that time for something that fuels you (not your phone).,MIN-0033
f64ae82f-6253-4fbf-b8a9-2abd00eb2fd9,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Speak Up Once,"Share one idea, opinion, or thought in a group or conversation — even if you feel unsure.",MIN-0034
ea64e264-ef4f-4df4-8cb0-e4446f286220,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Celebrate a Small Win,"At the end of the day, write down one thing you did well — no matter how small.",MIN-0035
ce486ab2-68f7-4071-b0e3-e086a69e6e96,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Reframe a Setback,"Think of one recent failure and write what it taught you. Let it become a tool, not a weight.",MIN-0036
a6e69e16-8df6-4509-a718-3a877bdba6b2,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Walk & Reflect,Go on a 10-minute walk without your phone. Use the time to think about how you’re growing.,MIN-0037
09a09b68-4538-42a8-bd8d-c4c4fb219477,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Reach Out,Send a voice note or message to someone you’ve been meaning to reconnect with.,MIN-0038
82a041f1-4e9b-4a79-a0fe-cb75365292e3,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Breathe Before You Eat,"Before your next meal or snack, pause for 10 seconds and take a breath. Then decide mindfully.",MIN-0039
371f5e8b-d27e-4559-9204-b1f6590d7940,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Create a Quiet Space,Choose 10 minutes today to be completely screen-free and in silence.,MIN-0040
5fa55414-7f27-49d5-8c7a-dfb7d8a7262f,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Pause Before Reacting,"Before responding to frustration, take 3 deep breaths and ask yourself: 'What would a calmer version of me do?'",MIN-0041
02612cb6-ac5b-43a0-9806-8d469c7a5c3a,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Single-Task Focus,"Choose one task today to do with complete focus — no multitasking, no distractions.",MIN-0042
bb82019d-01d2-4021-bdb8-9aa25f6b0ff0,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Win the Morning,Wake up 20 minutes earlier than usual and use that time for something that fuels you (not your phone).,MIN-0043
2973cfe7-60fc-4974-920d-b1d3a22f7cf6,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Speak Up Once,"Share one idea, opinion, or thought in a group or conversation — even if you feel unsure.",MIN-0044
4249a0a5-78a4-451e-8e1a-f8c031150e61,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Celebrate a Small Win,"At the end of the day, write down one thing you did well — no matter how small.",MIN-0045
3160c47f-7060-444f-b522-83b67d3a3172,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Reframe a Setback,"Think of one recent failure and write what it taught you. Let it become a tool, not a weight.",MIN-0046
e8b7fdfc-2cb1-48ce-a0f6-2b92b30bb141,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Walk & Reflect,Go on a 10-minute walk without your phone. Use the time to think about how you’re growing.,MIN-0047
c7f266cd-3b57-4e9d-87df-dc8c8c6cdf59,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Reach Out,Send a voice note or message to someone you’ve been meaning to reconnect with.,MIN-0048
cb923c20-1493-40ab-86fc-8a9483e89382,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Breathe Before You Eat,"Before your next meal or snack, pause for 10 seconds and take a breath. Then decide mindfully.",MIN-0049
864e5b5f-9b7e-4c6f-b273-f5d7b34cab64,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Create a Quiet Space,Choose 10 minutes today to be completely screen-free and in silence.,MIN-0050
ebbe4ba9-07ef-4f05-8c21-2fc0f62961ac,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Pause Before Reacting,"Before responding to frustration, take 3 deep breaths and ask yourself: 'What would a calmer version of me do?'",MIN-0051
8d02d299-a846-4816-9247-c0e199400e78,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Single-Task Focus,"Choose one task today to do with complete focus — no multitasking, no distractions.",MIN-0052
f22d49fd-7efd-4c2c-ab9e-ffe14fd48a6f,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Win the Morning,Wake up 20 minutes earlier than usual and use that time for something that fuels you (not your phone).,MIN-0053
7ea2a6e0-adb5-4d36-9d20-f6121b4dc1f7,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Speak Up Once,"Share one idea, opinion, or thought in a group or conversation — even if you feel unsure.",MIN-0054
3835558e-fced-4e00-b8d8-a9c3e88367be,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Celebrate a Small Win,"At the end of the day, write down one thing you did well — no matter how small.",MIN-0055
82a63c58-7f4a-47bc-a1a1-e6156bf6f214,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Reframe a Setback,"Think of one recent failure and write what it taught you. Let it become a tool, not a weight.",MIN-0056
921af2ee-e780-4cc4-88a8-b372ada050c0,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Walk & Reflect,Go on a 10-minute walk without your phone. Use the time to think about how you’re growing.,MIN-0057
37fb1869-aeb2-4335-b184-12ad78b260bd,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Reach Out,Send a voice note or message to someone you’ve been meaning to reconnect with.,MIN-0058
65abb134-3f7c-47c5-9b97-16a931784580,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Breathe Before You Eat,"Before your next meal or snack, pause for 10 seconds and take a breath. Then decide mindfully.",MIN-0059
f7f9aa78-236a-4306-bd5c-c0bd6f2d14a8,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Create a Quiet Space,Choose 10 minutes today to be completely screen-free and in silence.,MIN-0060
8a4ebae5-7109-4a9e-8373-5fa0d09736a8,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Pause Before Reacting,"Before responding to frustration, take 3 deep breaths and ask yourself: 'What would a calmer version of me do?'",MIN-0061
269e39c2-e833-40c7-9a0f-0d85e9c564a8,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Single-Task Focus,"Choose one task today to do with complete focus — no multitasking, no distractions.",MIN-0062
2f91f9dd-115f-4155-b8c1-1fb9ccb92b48,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Win the Morning,Wake up 20 minutes earlier than usual and use that time for something that fuels you (not your phone).,MIN-0063
02953cde-e772-4a26-956a-7900a83f8e9b,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Speak Up Once,"Share one idea, opinion, or thought in a group or conversation — even if you feel unsure.",MIN-0064
9992baca-5913-4afd-aa6d-287793bce7a9,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Celebrate a Small Win,"At the end of the day, write down one thing you did well — no matter how small.",MIN-0065
fc31b36b-d363-427e-bdd1-c182210d7fc9,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Reframe a Setback,"Think of one recent failure and write what it taught you. Let it become a tool, not a weight.",MIN-0066
118d34b2-e162-44f9-a748-ded6c583530e,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Walk & Reflect,Go on a 10-minute walk without your phone. Use the time to think about how you’re growing.,MIN-0067
5ecb8ef0-d925-4266-8c1a-7777aa0995a2,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Reach Out,Send a voice note or message to someone you’ve been meaning to reconnect with.,MIN-0068
85b88ffa-c2fb-4b73-89b8-1b77caf32c83,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Breathe Before You Eat,"Before your next meal or snack, pause for 10 seconds and take a breath. Then decide mindfully.",MIN-0069
17996d3b-17cb-40c1-b770-efbd1ec9d14f,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Create a Quiet Space,Choose 10 minutes today to be completely screen-free and in silence.,MIN-0070
e88c869f-3087-42ef-84b4-7d41984345e0,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Pause Before Reacting,"Before responding to frustration, take 3 deep breaths and ask yourself: 'What would a calmer version of me do?'",MIN-0071
79c3ba36-a169-440f-8fff-edb0c363ccc7,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Single-Task Focus,"Choose one task today to do with complete focus — no multitasking, no distractions.",MIN-0072
28499976-6f10-43ad-9d0c-2f603d87171a,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Win the Morning,Wake up 20 minutes earlier than usual and use that time for something that fuels you (not your phone).,MIN-0073
70df04dd-237f-4669-a707-1d2069a5ee1a,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Speak Up Once,"Share one idea, opinion, or thought in a group or conversation — even if you feel unsure.",MIN-0074
b9d51520-dfa4-4a17-95d2-443069d92fb8,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Celebrate a Small Win,"At the end of the day, write down one thing you did well — no matter how small.",MIN-0075
bbcb14ec-d6f1-4241-aa58-9860fc62a4cd,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Reframe a Setback,"Think of one recent failure and write what it taught you. Let it become a tool, not a weight.",MIN-0076
c2e1dd21-f60f-43a0-b9fd-362cc1f770b5,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Walk & Reflect,Go on a 10-minute walk without your phone. Use the time to think about how you’re growing.,MIN-0077
2208f98c-4058-499b-822d-670e501c8beb,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Reach Out,Send a voice note or message to someone you’ve been meaning to reconnect with.,MIN-0078
2f058c1e-2265-4c5e-bcc9-4c95313868d9,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Breathe Before You Eat,"Before your next meal or snack, pause for 10 seconds and take a breath. Then decide mindfully.",MIN-0079
809c0821-ac72-4b7f-afbe-6a1cf2021054,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Create a Quiet Space,Choose 10 minutes today to be completely screen-free and in silence.,MIN-0080
d341918f-021a-4e78-acf3-65877588c7e6,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Pause Before Reacting,"Before responding to frustration, take 3 deep breaths and ask yourself: 'What would a calmer version of me do?'",MIN-0081
a6fef650-4be8-452f-ba3c-e305079facee,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Single-Task Focus,"Choose one task today to do with complete focus — no multitasking, no distractions.",MIN-0082
14ad8aa7-e0ba-4d03-a34f-4045cbadf0b5,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Win the Morning,Wake up 20 minutes earlier than usual and use that time for something that fuels you (not your phone).,MIN-0083
a61ad501-cf58-49cd-aaa5-94a8fb0f8a26,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Speak Up Once,"Share one idea, opinion, or thought in a group or conversation — even if you feel unsure.",MIN-0084
0a2d8b20-93a2-4fd3-8ccf-183249080c1d,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Celebrate a Small Win,"At the end of the day, write down one thing you did well — no matter how small.",MIN-0085
4fac1ac3-29a2-45e2-8370-db007b816c79,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Reframe a Setback,"Think of one recent failure and write what it taught you. Let it become a tool, not a weight.",MIN-0086
89cb297a-fcb2-4698-9f54-3a3fa242fe59,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Walk & Reflect,Go on a 10-minute walk without your phone. Use the time to think about how you’re growing.,MIN-0087
30b5dc41-53dd-4b61-8eb4-5d7fa6318142,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Reach Out,Send a voice note or message to someone you’ve been meaning to reconnect with.,MIN-0088
17878609-0d64-4941-8054-46cc850c183b,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Breathe Before You Eat,"Before your next meal or snack, pause for 10 seconds and take a breath. Then decide mindfully.",MIN-0089
fd658070-371f-4ec1-aaab-342421185a25,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Create a Quiet Space,Choose 10 minutes today to be completely screen-free and in silence.,MIN-0090
535bbe2c-5b3f-48e4-985d-4fe58b060a77,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Pause Before Reacting,"Before responding to frustration, take 3 deep breaths and ask yourself: 'What would a calmer version of me do?'",MIN-0091
7fbc1444-945b-410a-98ac-1cba093ce6cd,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Single-Task Focus,"Choose one task today to do with complete focus — no multitasking, no distractions.",MIN-0092
9021b821-2596-46b7-b72e-1235b88be6af,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Win the Morning,Wake up 20 minutes earlier than usual and use that time for something that fuels you (not your phone).,MIN-0093
07cb4ed0-f69e-4605-8f7c-7c8e6d1ab989,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Speak Up Once,"Share one idea, opinion, or thought in a group or conversation — even if you feel unsure.",MIN-0094
d6a20c38-5242-4596-87e8-b3a14b68dce3,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Celebrate a Small Win,"At the end of the day, write down one thing you did well — no matter how small.",MIN-0095
7e01d462-d2c9-4181-9fc1-ee0241485f2e,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Reframe a Setback,"Think of one recent failure and write what it taught you. Let it become a tool, not a weight.",MIN-0096
4aa2a2de-4bca-44fd-9313-49fbbd8dc866,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Walk & Reflect,Go on a 10-minute walk without your phone. Use the time to think about how you’re growing.,MIN-0097
e3f535c6-8886-4f05-8c6c-e46395df69d9,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Reach Out,Send a voice note or message to someone you’ve been meaning to reconnect with.,MIN-0098
22e6f763-c583-41c7-94df-fadd698b3708,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Breathe Before You Eat,"Before your next meal or snack, pause for 10 seconds and take a breath. Then decide mindfully.",MIN-0099
ac06706b-1c0e-4762-a34a-2c71b600f8e5,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Create a Quiet Space,Choose 10 minutes today to be completely screen-free and in silence.,MIN-0100
bc2ba73d-90fc-4249-8d2a-6c96421deabb,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Pause Before Reacting,"Before responding to frustration, take 3 deep breaths and ask yourself: 'What would a calmer version of me do?'",MIN-0101
fa881811-35d4-4ab9-91ea-6a2bd8dc1a6c,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Single-Task Focus,"Choose one task today to do with complete focus — no multitasking, no distractions.",MIN-0102
09ed3ab3-4a8d-4890-b35c-5bb99cab96ca,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Win the Morning,Wake up 20 minutes earlier than usual and use that time for something that fuels you (not your phone).,MIN-0103
ab54a928-26ae-4099-a8a0-4f21736314a3,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Speak Up Once,"Share one idea, opinion, or thought in a group or conversation — even if you feel unsure.",MIN-0104
67876cce-9741-4e88-9587-4fa498b95fc8,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Celebrate a Small Win,"At the end of the day, write down one thing you did well — no matter how small.",MIN-0105
7361771d-0f71-46c3-a98f-ed807de7ccfa,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Reframe a Setback,"Think of one recent failure and write what it taught you. Let it become a tool, not a weight.",MIN-0106
7a0c33e0-5eb7-45e7-922a-a829c5086adc,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Walk & Reflect,Go on a 10-minute walk without your phone. Use the time to think about how you’re growing.,MIN-0107
90653c40-8aa1-4998-ab14-1910c011b1d8,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Reach Out,Send a voice note or message to someone you’ve been meaning to reconnect with.,MIN-0108
57a8b07b-0cd0-43af-b0b6-d5a36b2c5339,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Breathe Before You Eat,"Before your next meal or snack, pause for 10 seconds and take a breath. Then decide mindfully.",MIN-0109
c4bb4f7f-95b8-4da4-959e-0094863dfa11,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Create a Quiet Space,Choose 10 minutes today to be completely screen-free and in silence.,MIN-0110
e7b9ca22-c377-4b66-8790-cc70502ca85f,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Pause Before Reacting,"Before responding to frustration, take 3 deep breaths and ask yourself: 'What would a calmer version of me do?'",MIN-0111
70b41404-637e-4d81-896e-0e87ee5873ef,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Single-Task Focus,"Choose one task today to do with complete focus — no multitasking, no distractions.",MIN-0112
123ab2fe-509b-4830-8b4b-056e7b1417f7,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Win the Morning,Wake up 20 minutes earlier than usual and use that time for something that fuels you (not your phone).,MIN-0113
a6efc19b-2336-42d3-b94c-e19a6336044d,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Speak Up Once,"Share one idea, opinion, or thought in a group or conversation — even if you feel unsure.",MIN-0114
eb1d07e2-5bfe-44dc-84f3-3ec50d1487ec,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Celebrate a Small Win,"At the end of the day, write down one thing you did well — no matter how small.",MIN-0115
9af8d41b-a78b-4afc-8544-fc48ceb5d0f4,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Reframe a Setback,"Think of one recent failure and write what it taught you. Let it become a tool, not a weight.",MIN-0116
74a26c39-5291-46d9-b60c-58cbda2b473f,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Walk & Reflect,Go on a 10-minute walk without your phone. Use the time to think about how you’re growing.,MIN-0117
cd53d237-7b6a-44e6-9f59-21037f7b1aa5,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Reach Out,Send a voice note or message to someone you’ve been meaning to reconnect with.,MIN-0118
91325359-1794-4ff3-a85c-9be91a822568,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Breathe Before You Eat,"Before your next meal or snack, pause for 10 seconds and take a breath. Then decide mindfully.",MIN-0119
c3029057-4183-4dd9-bd7b-b982fd8532f6,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Create a Quiet Space,Choose 10 minutes today to be completely screen-free and in silence.,MIN-0120
e3d86dde-3bea-4d55-922b-3daa6c0f45c0,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Pause Before Reacting,"Before responding to frustration, take 3 deep breaths and ask yourself: 'What would a calmer version of me do?'",MIN-0121
486086b8-af19-41b4-a0d0-8887908cdff7,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Single-Task Focus,"Choose one task today to do with complete focus — no multitasking, no distractions.",MIN-0122
25884a84-70b7-44b6-9069-706df8b41309,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Win the Morning,Wake up 20 minutes earlier than usual and use that time for something that fuels you (not your phone).,MIN-0123
852740c5-bc1e-44a7-8fb5-1c6514833fa3,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Speak Up Once,"Share one idea, opinion, or thought in a group or conversation — even if you feel unsure.",MIN-0124
cda24ece-d504-4fa3-a1af-e0fd7c21cb45,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Celebrate a Small Win,"At the end of the day, write down one thing you did well — no matter how small.",MIN-0125
9e5dbe6e-ea72-41ce-bbbf-bf19716edb42,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Reframe a Setback,"Think of one recent failure and write what it taught you. Let it become a tool, not a weight.",MIN-0126
bd24482b-6698-40c7-a801-10b9203201a8,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Walk & Reflect,Go on a 10-minute walk without your phone. Use the time to think about how you’re growing.,MIN-0127
728bcf33-bf27-480d-83a9-4edfba6257d0,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Reach Out,Send a voice note or message to someone you’ve been meaning to reconnect with.,MIN-0128
1aee2da6-8785-478b-986e-91836324d127,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Breathe Before You Eat,"Before your next meal or snack, pause for 10 seconds and take a breath. Then decide mindfully.",MIN-0129
f8ae8947-d138-4a69-8451-f8bf0c2bd8b6,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Create a Quiet Space,Choose 10 minutes today to be completely screen-free and in silence.,MIN-0130
6cb42743-51ee-45c5-b272-5643df5ea3e5,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Pause Before Reacting,"Before responding to frustration, take 3 deep breaths and ask yourself: 'What would a calmer version of me do?'",MIN-0131
74b8cf25-55b9-4f36-bc8d-1625b1503f6b,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Single-Task Focus,"Choose one task today to do with complete focus — no multitasking, no distractions.",MIN-0132
5cfe2d4f-5327-4c48-b86a-e485f9c84f0c,2025-07-22T08:53:28.265343,Mindfulness,Mindfulness,Win the Morning,Wake up 20 minutes earlier than usual and use that time for something that fuels you (not your phone).,MIN-0133
